SK_ID_CURR,TARGET
396899.0,0.3764246639176817
322041.0,0.2450130332442999
220127.0,0.6787732776080146
251531.0,0.4012462417169553
345558.0,0.5002818246705171
251419.0,0.6566131376093632
433604.0,0.09513544051771608
268026.0,0.06423342647989413
218614.0,0.7727715657333902
394494.0,0.4788809961596776
317152.0,0.1226084058152252
283503.0,0.3984307730618265
423786.0,0.21057180292117392
384173.0,0.4228701045755231
181767.0,0.41178815642494504
421714.0,0.17318279897048686
144778.0,0.2095993803278267
126190.0,0.32504167071699863
153287.0,0.2709983437467643
410121.0,0.16195291586315785
127514.0,0.17730745489082728
342485.0,0.11743351339869684
189919.0,0.3731712246031369
377920.0,0.2510104704751491
249019.0,0.37662447257382375
406911.0,0.19510377113009114
253144.0,0.5579597607009612
448406.0,0.14987598984848002
240417.0,0.45715778560640224
265348.0,0.09536237856662994
420691.0,0.11008309507968975
449490.0,0.35279081319661065
208491.0,0.7043521757536549
329639.0,0.13663616424660743
436053.0,0.4876211291230885
155172.0,0.23092740869141287
272065.0,0.7297509995165153
221899.0,0.14009150561916217
263977.0,0.20760318790012144
408451.0,0.1716174483729339
123333.0,0.4270534527343924
203949.0,0.18302535886472168
112457.0,0.3982595605367576
179429.0,0.34069491816443476
111773.0,0.18295894540679558
261753.0,0.4830039053877988
266559.0,0.39473874266782827
443433.0,0.13463575128581384
413440.0,0.12284098539643933
326378.0,0.11382513554901658
154190.0,0.11899414666001079
270238.0,0.07037968865407464
249893.0,0.3629960193072107
117020.0,0.1826007280452756
306428.0,0.6780037373723484
119882.0,0.14170477249609917
363647.0,0.32753158105909497
118311.0,0.2697972007760431
152261.0,0.10211979386928889
408541.0,0.34953785873041787
170656.0,0.480572088841112
448392.0,0.12812101599077458
370041.0,0.06888134452289058
281928.0,0.4328704701532796
295467.0,0.0941789946084042
414450.0,0.6096083488670595
356788.0,0.588538482789961
456244.0,0.10195766560000435
184322.0,0.20741952298708438
349385.0,0.3415999034677296
447129.0,0.850127763923964
401571.0,0.2996537385993353
300307.0,0.5983377844089542
319206.0,0.5976384656081983
351153.0,0.28103382775163693
215089.0,0.5852612243294711
155938.0,0.6621140556242795
187959.0,0.1565615995175009
255038.0,0.3280456832807672
318285.0,0.5878912814681118
316811.0,0.45751338630548694
395003.0,0.480367146230988
328533.0,0.422287789108527
178549.0,0.7954395617217869
223754.0,0.6711692630900779
372969.0,0.8362062650710471
156496.0,0.14363864099949603
116054.0,0.19842683067914163
270339.0,0.23306868015565052
250898.0,0.31649721202506287
233559.0,0.3873265563966326
118970.0,0.19977738462934388
293029.0,0.6537363688103014
327011.0,0.2928090334092785
100730.0,0.07221424299016063
251241.0,0.5376360810235769
282922.0,0.5194465045324745
155358.0,0.15090750376565193
376757.0,0.6314685095736976
339784.0,0.7711475727298909
437609.0,0.8214730980897772
411375.0,0.3494057094667661
308960.0,0.19318031248750656
248218.0,0.469410923927785
224443.0,0.33694898317962874
390340.0,0.2845538664270184
407758.0,0.18719565808014857
324518.0,0.21356334578367286
341529.0,0.37742194115018235
103587.0,0.3612421020397188
217773.0,0.8264771309945596
142021.0,0.06427874885149294
162581.0,0.4221920824608725
370308.0,0.49526665356583355
387469.0,0.7287788029072702
163805.0,0.25837317133425314
136502.0,0.26568891093056085
405868.0,0.14419214615406667
264828.0,0.3897617161211421
131066.0,0.15653035140638988
242214.0,0.06372194173479023
171577.0,0.7376937787758339
451461.0,0.1229205751685975
269580.0,0.18539161658243689
217571.0,0.1753382114753474
308497.0,0.6878850915315169
183838.0,0.16956019853554324
331021.0,0.48437490657545446
200264.0,0.4060018804767529
396044.0,0.28549721990667626
438161.0,0.6279360215414657
368675.0,0.27344749434999155
200635.0,0.08777989951810342
214259.0,0.036907596130142606
397839.0,0.7165626937553602
359635.0,0.1954708390408991
115543.0,0.361280017505806
401776.0,0.13148498275083081
421559.0,0.21148679594595518
102801.0,0.14588423915049262
199942.0,0.08640168155523725
390614.0,0.4039133718552954
171842.0,0.16639005885013208
180022.0,0.26849264288608027
439138.0,0.31627424927527437
430363.0,0.24530830538261775
374895.0,0.1208626933924429
369060.0,0.3972197609193247
438625.0,0.6760512592414877
243479.0,0.6085101359861047
214726.0,0.22475105062972156
214133.0,0.3253067566326677
304302.0,0.7735123417539735
355331.0,0.26419285684927335
187323.0,0.22636764164489784
409151.0,0.18069748767549312
113070.0,0.17518481693671537
232944.0,0.589655927678729
243200.0,0.5409463425217923
275909.0,0.14899778278490833
357979.0,0.42390253005469425
455460.0,0.06310149729356791
399318.0,0.06842466270874345
221044.0,0.6878620342436617
117890.0,0.5407761631572086
203688.0,0.13641147243355
362048.0,0.3508168946655359
241000.0,0.20624972495666394
189840.0,0.2611323971522621
107776.0,0.6356040984757845
429068.0,0.5343407818467618
220962.0,0.5438866318707102
404631.0,0.11728748322763285
118802.0,0.2436319101540538
400386.0,0.6523033177747017
260131.0,0.30736297485457975
388419.0,0.39347759459046633
380403.0,0.6886469502457533
247192.0,0.17029542973568004
197602.0,0.2229930296112285
229824.0,0.13163955178453304
257503.0,0.4590348331081546
219505.0,0.4267510111558814
274533.0,0.28994781765675204
260922.0,0.6850667610396309
114659.0,0.17558880652901057
430050.0,0.12164527752035897
285344.0,0.6662554751507149
380379.0,0.43943259704959503
133959.0,0.3636575395994246
229833.0,0.33789280621054096
411221.0,0.4061440637005894
201779.0,0.19460669065743752
215672.0,0.395676270803123
266001.0,0.22184964956533726
191623.0,0.32509896410400674
407642.0,0.5753630641093803
371675.0,0.07019265228865383
420025.0,0.8094756520381183
230913.0,0.3317311337366792
314715.0,0.8745809456531233
199987.0,0.2795113335393651
244509.0,0.5153805027895042
